DateTime,AddedIPs,RemovedIPs
1557844338,0,2
1557846339,1,2
1557852296,1,0
1557854182,0,1
1557856346,0,2
1557858264,1,0
1557864322,0,1
1557866208,0,1
1557868133,1,0
1557870026,1,0
1557871956,0,1
1557873886,0,1
1557877730,1,0
1557883462,1,0
1557893107,1,0
1557902661,0,1
1557906509,1,1
1557908444,0,1
1557910343,0,1
1557925732,2,0
1557929560,1,1
1557933406,0,1
1557937244,2,0
1557939157,1,1
1557943008,1,0
1557944912,0,1
1557946880,1,0
1557950746,1,0
1557956443,0,1
1557964108,0,1
1557969999,0,1
1557991482,2,0
1558003487,1,0
1558011141,0,2
1558015017,0,1
1558016936,2,0
1558019822,1,0
1558022965,1,1
1558024829,1,1
1558026738,2,1
1558028658,0,1
1558034414,0,1
1558036343,0,1
1558038258,1,0
1558040199,0,1
1558045954,1,0
1558076713,1,0
1558078573,0,1
1558080768,0,1
1558084601,1,0
1558090372,0,1
1558096100,1,0
1558103772,0,2
1558105702,1,1
1558107787,1,0
1558109789,0,1
1558111731,0,1
1558113864,0,1
1558121538,1,0
1558123724,1,2
1558127551,1,0
1558133837,0,1
1558160462,0,1
1558162549,1,0
1558164494,1,0
1558166486,2,0
1558170303,1,1
1558172184,1,0
1558181793,0,1
1558191371,0,1
1558195127,0,1
1558201106,4,0
1558204829,1,0
1558208680,0,2
1558210585,0,1
1558212752,1,0
1558214688,1,1
1558235787,1,0
1558241558,2,0
1558247301,2,0
1558249302,1,0
1558251184,0,1
1558253131,0,2
1558257145,0,2
1558268661,0,1
1558276366,1,0
1558282121,1,0
1558285947,0,1
1558287872,0,3
1558291711,0,1
1558293625,1,1
1558297460,1,0
1558299384,0,1
1558301323,0,1
1558306329,1,0
1558322203,0,1
1558327931,0,2
1558333961,1,2
1558335892,0,1
1558355327,1,0
1558362993,0,1
1558368761,0,1
1558372603,1,0
1558380275,3,1
1558382201,1,0
1558384121,1,1
1558391779,0,1
1558397542,1,0
1558405225,1,0
1558411007,1,0
1558420581,2,0
1558441728,1,1
1558443643,1,0
1558458992,0,1
1558460913,1,0
1558466892,0,3
1558468894,0,1
1558472681,1,0
1558481771,1,0
