DateTime,Entries,UniqueIPs
1557837396,500,500
1557841475,500,500
1557844593,500,500
1557848440,500,500
1557852275,500,500
1557855875,500,500
1557859471,500,500
1557863789,500,500
1557867650,500,500
1557872440,500,500
1557879130,500,500
1557883718,500,500
1557888762,500,500
1557892576,500,500
1557900281,0,0
1557998922,500,500
1558003478,500,500
1558007779,500,500
1558012130,500,500
1558016444,500,500
1558020433,500,500
1558024819,500,500
1558035132,500,500
1558038758,500,500
1558042356,500,500
1558045945,500,500
1558051724,500,500
1558056283,500,500
1558061766,500,500
1558065647,500,500
1558068992,500,500
1558073083,500,500
1558077403,500,500
1558080980,500,500
1558083892,500,500
1558091083,500,500
1558101159,500,500
1558106915,500,500
1558111237,500,500
1558116031,500,500
1558119669,500,500
1558123234,500,500
1558126590,500,500
1558139076,500,500
1558141096,500,500
1558147569,500,500
1558151795,500,500
1558156117,500,500
1558160911,500,500
1558164026,500,500
1558167608,500,500
1558171458,500,500
1558175551,500,500
1558179157,500,500
1558182519,500,500
1558186117,500,500
1558189714,500,500
1558194512,500,500
1558201707,500,500
1558205069,500,500
1558208673,500,500
1558212270,500,500
1558217563,500,500
1558223071,500,500
1558230749,500,500
1558234588,500,500
1558240602,500,500
1558243953,500,500
1558248275,500,500
1558251166,500,500
1558254250,500,500
1558258117,500,500
1558261723,500,500
1558266271,500,500
1558274185,500,500
1558279469,500,500
1558283539,500,500
1558310656,500,500
1558318120,500,500
1558322895,500,500
1558329137,500,500
1558333463,500,500
1558336829,500,500
1558340426,500,500
1558344995,500,500
1558347873,500,500
1558351960,500,500
1558378859,500,500
1558379775,500,500
1558383634,500,500
1558389387,500,500
1558392275,500,500
1558398049,500,500
1558404282,500,500
1558409058,500,500
1558413888,500,500
1558419390,500,500
1558423705,500,500
1558428755,500,500
1558432824,500,500
1558438349,500,500
1558444117,500,500
1558448195,500,500
1558452755,500,500
1558456981,500,500
1558465929,500,500
1558470032,500,500
1558473633,500,500
1558477235,500,500
1558481305,500,500
1558485162,500,500
1558489229,500,500
1558494991,500,500
1558498340,500,500
1558504347,500,500
1558507698,500,500
1558513225,500,500
1558517310,500,500
1558539263,500,500
1558541417,500,500
1558550922,500,500
1558554994,500,500
1558559079,500,500
1558562912,500,500
1558566755,500,500
1558570600,500,500
1558574910,500,500
1558578759,500,500
1558582351,500,500
1558585232,500,500
1558588113,500,500
1558590993,500,500
1558592920,500,500
1558593852,500,500
1558596256,500,500
1558598679,500,500
1558602039,500,500
1558605879,500,500
1558608270,500,500
1558611390,500,500
1558614036,500,500
1558616899,500,500
1558620993,500,500
1558626274,500,500
1558634686,500,500
1558637579,500,500
1558640433,500,500
