DateTime,Entries,UniqueIPs
1557892578,16949,16949
1557910823,14628,14628
1557915395,13870,13870
1557948252,6359,6359
1557951369,5524,5524
1557959778,3732,3732
1557968927,2805,2805
1557977313,965,965
1557998923,946,946
1558003479,1935,1935
1558007780,2873,2873
1558012131,3834,3834
1558016445,4727,4727
1558020434,5651,5651
1558024820,6529,6529
1558035134,7404,7404
1558038759,8262,8262
1558042357,9180,9180
1558045946,10045,10045
1558051725,10878,10878
1558056285,11718,11718
1558061767,12553,12553
1558065648,13441,13441
1558068993,14215,14215
1558073084,15055,15055
1558077405,15889,15889
1558080981,16763,16763
1558083893,17546,17546
1558091084,16695,16695
1558101160,15825,15825
1558106916,14960,14960
1558111238,14983,14983
1558116033,15793,15793
1558119670,16533,16533
1558123236,16504,16504
1558126591,16445,16445
1558139077,14873,14873
1558141097,15611,15611
1558147570,15654,15654
1558151797,15672,15672
1558156118,14825,14825
1558160912,14860,14860
1558164028,14824,14824
1558167609,14765,14765
1558171460,14749,14749
1558175552,15579,15579
1558179159,15553,15553
1558182520,16323,16323
1558186119,17080,17080
1558189715,17046,17046
1558194513,17086,17086
1558201708,17008,17008
1558205071,16940,16940
1558208674,16917,16917
1558212271,16909,16909
1558217565,16917,16917
1558223072,17658,17658
1558230751,16945,16945
1558234590,16849,16849
1558240603,16742,16742
1558243954,16743,16743
1558248276,16739,16739
1558251168,16702,16702
1558254251,16643,16643
1558258119,16767,16767
1558261724,17568,17568
1558266272,16841,16841
1558274186,16134,16134
1558279470,16247,16247
1558283540,16182,16182
1558310657,12484,12484
1558318122,12456,12456
1558322896,12472,12472
1558329138,12505,12505
1558333464,12476,12476
1558336831,12448,12448
1558340427,12438,12438
1558344996,11594,11594
1558347874,12444,12444
1558351961,12442,12442
1558378861,9782,9782
1558379776,10384,10384
1558383635,11208,11208
1558389388,12037,12037
1558392276,12845,12845
1558398050,12869,12869
1558404284,13672,13672
1558409060,13747,13747
1558413889,13697,13697
1558419391,13690,13690
1558423707,12905,12905
1558428756,12936,12936
1558432826,12889,12889
1558438351,12887,12887
1558444118,12815,12815
1558448197,13591,13591
1558452757,14382,14382
1558456982,15200,15200
1558465931,15631,15631
1558470033,15543,15543
1558473634,15494,15494
1558477236,15404,15404
1558481306,15462,15462
1558485163,15490,15490
1558489231,16357,16357
1558494992,16364,16364
1558498341,16246,16246
1558504348,16223,16223
1558507699,16257,16257
1558513226,16242,16242
1558517311,16181,16181
1558539265,13064,13064
1558541418,13869,13869
1558550924,13947,13947
1558554995,13916,13916
